Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Oxypetalum proboscideum	proboscideum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum proboscideum
Cynanchum arnottianum	arnottianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum arnottianum
Cynanchum physocarpum	physocarpum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum physocarpum
Tassadia manarae	manarae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tassadia	Tassadia manarae
Brachystelma pygmaeum	pygmaeum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma pygmaeum
Gomphocarpus fruticosus brasiliensis	fruticosus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus fruticosus
Tromotriche baylissii	baylissii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tromotriche	Tromotriche baylissii
Sarcostemma viminale stipitaceum	viminale	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma viminale
Asclepias rivularis	rivularis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias rivularis
Mitreola paniculata	paniculata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Mitreola	Mitreola paniculata
Xysmalobium clavatum	clavatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Xysmalobium	Xysmalobium clavatum
Secamone reticulata	reticulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Secamone	Secamone reticulata
Micrechites jacqueti	jacqueti	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Micrechites	Micrechites jacqueti
Cynanchum ephedroides	ephedroides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum ephedroides
Tripterospermum brevidentatum	brevidentatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tripterospermum	Tripterospermum brevidentatum
Beaumontia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Beaumontia	
Clitandra staudtii	staudtii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Clitandra	Clitandra staudtii
Secamone rodriguesiana	rodriguesiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Secamone	Secamone rodriguesiana
Asclepias harveyana	harveyana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias harveyana
Erythraea pickeringii	pickeringii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Erythraea pickeringii
Swertia engleri	engleri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia engleri
Halenia cuatrecasasii	cuatrecasasii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia cuatrecasasii
Chironia ramosissima	ramosissima	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia ramosissima
Macrosiphonia lanuginosa macrosiphon	lanuginosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Macrosiphonia	Macrosiphonia lanuginosa
Stelmation myrtifolium	myrtifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stelmation	Stelmation myrtifolium
Alyxia veillonii	veillonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia veillonii
Kanahia delilii	delilii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Kanahia	Kanahia delilii
Gentianodes cachemirica	cachemirica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianodes	Gentianodes cachemirica
Lisianthus speciosus	speciosus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthus	Lisianthus speciosus
Strophanthus schuchardti	schuchardti	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus schuchardti
Gentiana cordifolia	cordifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana cordifolia
Epigynum ridleyi	ridleyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Epigynum	Epigynum ridleyi
Logania exilis	exilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Logania	Logania exilis
Mitrasacme nummularia	nummularia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Mitrasacme	Mitrasacme nummularia
Prestonia guianensis	guianensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia guianensis
Xysmalobium decipiens	decipiens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Xysmalobium	Xysmalobium decipiens
Strophanthus grandiflorus	grandiflorus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Strophanthus	Strophanthus grandiflorus
Brachystelma kolarense	kolarense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma kolarense
Echites grandiflorus	grandiflorus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites grandiflorus
Huernia erectiloba	erectiloba	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia erectiloba
Chironia humilis	humilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia humilis
Gomphocarpus campanulatus	campanulatus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus campanulatus
Gomphocarpus brevicuspis	brevicuspis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus brevicuspis
Melodinus micranthus	micranthus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Melodinus	Melodinus micranthus
Macrocarpaea papillosa	papillosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Macrocarpaea	Macrocarpaea papillosa
Anodendron candolleanum	candolleanum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anodendron	Anodendron candolleanum
Tabernaemontana antheonycta	antheonycta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana antheonycta
Asclepias frederici	frederici	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias frederici
Sebaea multinodis	multinodis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea multinodis
Funastrum angustifolium	angustifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Funastrum	Funastrum angustifolium
Sebaea minutissima	minutissima	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea minutissima
Alyxia graciliflora	graciliflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia graciliflora
Fagraea galilai	galilai	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Fagraea	Fagraea galilai
Ceropegia rollae	rollae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia rollae
Ancylobothrys reticulata	reticulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ancylobothrys	Ancylobothrys reticulata
Cryptolepis intricata	intricata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cryptolepis	Cryptolepis intricata
Sebaea pleurostigmatosa	pleurostigmatosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Sebaea	Sebaea pleurostigmatosa
Huernia rosea	rosea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia rosea
Swertia uniflora	uniflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia uniflora
Asclepias anisophylla	anisophylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias anisophylla
Gentiana argentea albescens	argentea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana argentea
Gentiana antarctica	antarctica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana antarctica
Vincetoxicum contiguum	contiguum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum contiguum
Swertia whytei	whytei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia whytei
Asclepias mellodora mellodora	mellodora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias mellodora
Erythraea beyrichii	beyrichii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium beyrichii
Asclepias inflexa	inflexa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias inflexa
Rauvolfia odontophora	odontophora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia odontophora
Caralluma burchardii burchardii	burchardii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma burchardii
Anthocleista gigantea	gigantea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Anthocleista	Anthocleista gigantea
Ambelania cuneata	cuneata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ambelania	Ambelania cuneata
Parsonsia urdanetensis	urdanetensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parsonsia	Parsonsia urdanetensis
Echidnopsis nubica	nubica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Echidnopsis	Echidnopsis nubica
Mostuea angustifolia	angustifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Mostuea	Mostuea angustifolia
Lyonsia laevis	laevis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parsonsia	Lyonsia laevis
Matelea diversifolia surgens	diversifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea diversifolia
Chironia capsularis	capsularis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia capsularis
Picralima umbellata	umbellata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Picralima	Picralima umbellata
Swertia coloradensis	coloradensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	Frasera coloradensis
Tintinnabularia mortonii	mortonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tintinnabularia	Tintinnabularia mortonii
Barjonia warmingii	warmingii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Barjonia	Barjonia warmingii
Peckoltia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Peckoltia	
Centaurium linariifolium gypsicola	linariifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium linariifolium
Cynanchum fordii	fordii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum fordii
Echites hebecarpus	hebecarpus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites hebecarpus
Apocynum denticulatum	denticulatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum denticulatum
Hoya chloroleuca	chloroleuca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya chloroleuca
Hoya purpurea	purpurea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya purpurea
Stigmatorhynchus umbelliferus	umbelliferus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stigmatorhynchus	Stigmatorhynchus umbelliferus
Vincetoxicum vulgare	vulgare	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum vulgare
Raphionacme lobulata	lobulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Raphionacme	Raphionacme lobulata
Tweedia odonellii	odonellii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tweedia	Tweedia odonellii
Frasera stenosepala	stenosepala	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	Frasera speciosa
Marsdenia saturejifolia	saturejifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia saturejifolia
Gonolobus glandulosus	glandulosus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus glandulosus
Matelea pauciflora	pauciflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea pauciflora
Gentiana mairei	mairei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana mairei
Secamone venosa	venosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Secamone	Secamone venosa
Ceropegia curviflora	curviflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia curviflora
Hoya commutata	commutata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya commutata
Mitrasacme elata brevicalyx	elata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Mitrasacme	Mitrasacme elata
Tripterospermum membranaceum	membranaceum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tripterospermum	Tripterospermum membranaceum
Macrocarpaea valerii	valerii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Macrocarpaea	Macrocarpaea valerii
Gentiana altaica	altaica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana altaica
Echidnopsis framesii	framesii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Echidnopsis	Echidnopsis framesii
Cabucala multiflora	multiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cabucala	Cabucala multiflora
Chelonanthus spruceanus	spruceanus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chelonanthus	Chelonanthus spruceanus
Fagraea berteroana galilai	berteroana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Fagraea	Fagraea berteroana
Echites pubescens	pubescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites pubescens
Hoodia officinalis delaetiana	officinalis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Hoodia	Hoodia officinalis
Erythraea corymbosa	corymbosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Erythraea corymbosa
Vincetoxicum atrum	atrum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum atrum
Echites riedelii	riedelii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites riedelii
Gonolobus cuajayote	cuajayote	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus cuajayote
Gentiana amarella heterosepala	amarella	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella amarella
Tabernaemontana luciliae	luciliae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana luciliae
Plumeria cuspidata	cuspidata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumeria	Plumeria cuspidata
Kickxia		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kickxia	
Lacmellea aculeata surinamensis	aculeata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Lacmellea	Lacmellea aculeata
Cynanchum mannii	mannii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum mannii
Schultesia bahiensis	bahiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Schultesia	Schultesia bahiensis
Temnadenia stenantha	stenantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Temnadenia	Temnadenia stenantha
Apocynum cervinum	cervinum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum	Apocynum cervinum
Aspidosperma neblinae	neblinae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma neblinae
Parsonsia magnifolia	magnifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parsonsia	Parsonsia magnifolia
Tetragonanthus whitei	whitei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Tetragonanthus	Tetragonanthus whitei
Anthocleista kerstingii	kerstingii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Anthocleista	Anthocleista kerstingii
Gentiana crispata	crispata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana crispata
Cynanchum rugosum	rugosum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum rugosum
Anodendron oblongifolium	oblongifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anodendron	Anodendron oblongifolium
Strychnos sennensis	sennensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos sennensis
Ervatamia angustisepala	angustisepala	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ervatamia	Ervatamia angustisepala
Asclepias pygmaea	pygmaea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias pygmaea
Aspidosperma myristicifolium	myristicifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma myristicifolium
Haemadictyon parviflorum	parviflorum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Haemadictyon	Haemadictyon parviflorum
Ceropegia renzii	renzii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia renzii
Pentarrhinum ledermannii	ledermannii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Pentarrhinum	Pentarrhinum ledermannii
Stapelia incomparabilis	incomparabilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia incomparabilis
Hoya arnottiana	arnottiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya arnottiana
Chironia schinzii	schinzii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chironia	Chironia schinzii
Mostuea gracilipes	gracilipes	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Mostuea	Mostuea gracilipes
Couthovia collina	collina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Couthovia	Couthovia collina
Matelea hamata	hamata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea hamata
Swertia occidentalis	occidentalis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia occidentalis
Tabernaemontana puberula	puberula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana puberula
Cynanchum graminifolium	graminifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum graminifolium
Alstonia theiformis	theiformis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alstonia	Alstonia theiformis
Alyxia semipallescens	semipallescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia semipallescens
Toxocarpus bonii	bonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Toxocarpus	Toxocarpus bonii
Schuebleria obtusifolia	obtusifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Schuebleria	Schuebleria obtusifolia
Ceropegia linearis tenuis	linearis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia linearis
Ceropegia oculata	oculata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia oculata
Sarcostemma glaziovii	glaziovii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma glaziovii
Cynanchum brachyphyllum	brachyphyllum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum brachyphyllum
Cynanchum luteifluens longicoronae	luteifluens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum luteifluens
Gonolobus sagittifolius	sagittifolius	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea sagittifolia
Marsdenia tingens	tingens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia tingens
Matelea delascioi	delascioi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea delascioi
Philibertia fontellae	fontellae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Philibertia	Philibertia fontellae
Philibertella crispa	crispa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Philibertella	Philibertella crispa
Strychnos barnhartiana	barnhartiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos barnhartiana
Orbea umbracula	umbracula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea umbracula
Orbea hardyi	hardyi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea hardyi
Parsonsia dallmannensis	dallmannensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parsonsia	Parsonsia dallmannensis
Strychnos brasiliensis lagoensis	brasiliensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos brasiliensis
Varasia sessilis	sessilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Varasia	Varasia sessilis
Gentiana yuparensis	yuparensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana yuparensis
Leiphaimos eximia	eximia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	Leiphaimos eximia
Orthanthera gossweileri	gossweileri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orthanthera	Orthanthera gossweileri
Pergularia daemia garipensis	daemia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Pergularia	Pergularia daemia
Ecdysanthera quintareti	quintareti	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ecdysanthera	Ecdysanthera quintareti
Exacum cambodianum	cambodianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Exacum	Exacum cambodianum
Melodinus edulis	edulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Melodinus	Melodinus edulis
Hoya parvifolia	parvifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya parvifolia
Lisianthus acutangulus	acutangulus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthus	Lisianthus acutangulus
Physostelma wallichii	wallichii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Physostelma	Physostelma wallichii
Leianthus brevidentatus	brevidentatus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Leianthus	Leianthus brevidentatus
Cynanchum leptocladum	leptocladum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum leptocladum
Frasera ampla	ampla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	Frasera ampla
Gentiana amarella stricta	amarella	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella amarella
Stenosolen holothuria	holothuria	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Stenosolen	Stenosolen holothuria
Cabucala madagascariensis longipes	madagascariensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cabucala	Cabucala madagascariensis
Cerberiopsis comptonii	comptonii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cerberiopsis	Cerberiopsis comptonii
Dictyanthus macvaughianus	macvaughianus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dictyanthus	Dictyanthus macvaughianus
Ditassa multinervia	multinervia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa multinervia
Malouetia calva	calva	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Malouetia	Malouetia calva
Metastelma ovalifolium	ovalifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma ovalifolium
Echites turriger	turriger	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites turriger
Gentianella centamalensis	centamalensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella centamalensis
Jasminanthes		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Jasminanthes	
Matelea bahiensis	bahiensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea bahiensis
Matelea santosii	santosii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea santosii
Lisianthus tubiflorus	tubiflorus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthus	Lisianthus tubiflorus
Asclepias atroviolacea	atroviolacea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias atroviolacea
Stapelia flavirostris	flavirostris	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia flavirostris
