Scientific name	Epithet	Kingdom	Phylum	Class	Order	Family	Genus	Species
Oncinema		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oncinema	
Cynanchum celebicum	celebicum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum celebicum
Cycladenia tomentosa	tomentosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Cycladenia	Cycladenia tomentosa
Hoya bandaensis	bandaensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya bandaensis
Landolphia claessensii	claessensii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia claessensii
Matelea grandiflora	grandiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea grandiflora
Sarcostemma intermedium	intermedium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma intermedium
Gonolobus nigrescens	nigrescens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus nigrescens
Gymnema kaniense	kaniense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gymnema	Gymnema kaniense
Frasera speciosa angustifolia	speciosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Frasera	Frasera speciosa
Gonolobus squiresii	squiresii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus squiresii
Matelea megacarpha	megacarpha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea megacarpha
Asclepias undulata	undulata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias undulata
Gentiana sessiliflora	sessiliflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana sessiliflora
Caralluma intermedia	intermedia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Caralluma	Caralluma intermedia
Metastelma giuliettianum	giuliettianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma giuliettianum
Swertia wojeratensis	wojeratensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia wojeratensis
Epistemma		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Epistemma	
Parsonsia sanguinea brassii	sanguinea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Parsonsia	Parsonsia sanguinea
Alyxia elliptica	elliptica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Alyxia	Alyxia elliptica
Barjonia racemosa	racemosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Barjonia	Barjonia racemosa
Gentiana cerina	cerina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana cerina
Lisianthius peduncularis	peduncularis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthius	Lisianthius peduncularis
Ceropegia galeata	galeata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia galeata
Fockea gracilis	gracilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Fockea	Fockea gracilis
Gentiana hypericoides	hypericoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana hypericoides
Tabernaemontana lactea	lactea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana lactea
Asclepias langsdorffii	langsdorffii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias langsdorffii
Baissea spectabilis	spectabilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Baissea	Baissea spectabilis
Ceropegia siamensis	siamensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia siamensis
Gonolobus luteolus	luteolus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus luteolus
Vallaris heynii	heynii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vallaris	Vallaris heynii
Crawfurdia semialata	semialata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Crawfurdia	Crawfurdia semialata
Aspidoglossum xanthosphaerum	xanthosphaerum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Aspidoglossum	Aspidoglossum xanthosphaerum
Mitrasacme		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Mitrasacme	
Aspidosperma reductum	reductum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma	Aspidosperma reductum
Chilocarpus embelioides	embelioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Chilocarpus	Chilocarpus embelioides
Swertia longipes	longipes	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia longipes
Marsdenia vinciflora	vinciflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia vinciflora
Landolphia utilis	utilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Landolphia	Landolphia utilis
Malouetia bubalina	bubalina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Malouetia	Malouetia bubalina
Amarella distegia	distegia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Amarella	Amarella distegia
Anacampta rupicola	rupicola	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anacampta	Anacampta rupicola
Minaria grazielae	grazielae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Minaria	Minaria grazielae
Spigelia laurina	laurina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia laurina
Tabernaemontana versicolor	versicolor	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana versicolor
Strychnos cinnamomifolia	cinnamomifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos cinnamomifolia
Cynanchum sigridiae	sigridiae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum sigridiae
Brachystelma arachnoideum	arachnoideum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma arachnoideum
Gentiana curviflora	curviflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana curviflora
Rauvolfia lamarkii	lamarkii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia lamarkii
Huernia brevirostris baviaana	brevirostris	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia brevirostris
Neurotheca schlechteri	schlechteri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Neurotheca	Neurotheca schlechteri
Orbea conjuncta	conjuncta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea conjuncta
Oncinotis thyrsiflora	thyrsiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Oncinotis	Oncinotis thyrsiflora
Huernia similis	similis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia similis
Leiphaimos stellatus	stellatus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Voyria	Leiphaimos stellatus
Metastelma dorrii	dorrii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma dorrii
Exacum perrottetii	perrottetii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Exacum	Exacum perrottetii
Ceropegia juncea	juncea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia juncea
Tabernanthe mannii	mannii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernanthe	Tabernanthe mannii
Philibertia fiebrigii	fiebrigii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Philibertia	Philibertia fiebrigii
Gentianella polysperes	polysperes	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella polysperes
Hoya pycnophylla	pycnophylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya pycnophylla
Oncinotis chlorogena	chlorogena	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Oncinotis	Oncinotis chlorogena
Gonolobus decipiens	decipiens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea decipiens
Ceropegia filipendula	filipendula	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia filipendula
Cynanchum manarae	manarae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum manarae
Cynanchum rodriguezii	rodriguezii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum rodriguezii
Gentianella chrysotaenia	chrysotaenia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella chrysotaenia
Halenia phyteumoides	phyteumoides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Halenia	Halenia phyteumoides
Jobinia chlorantha	chlorantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Jobinia	Jobinia chlorantha
Vinca intermedia	intermedia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vinca	Vinca intermedia
Rauvolfia degeneri	degeneri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia sandwicensis
Macrocarpaea maryae	maryae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Macrocarpaea	Macrocarpaea maryae
Philibertia riparia	riparia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Philibertia	Philibertia riparia
Plumieria		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Plumieria	
Prestonia cyaniphylla	cyaniphylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Prestonia	Prestonia cyaniphylla
Symbolanthus mathewsii cutervoensis	mathewsii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Symbolanthus	Symbolanthus mathewsii
Asclepias margaritacea	margaritacea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias margaritacea
Echites montanus	montanus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites montanus
Brachystelma franksiae franksiae	franksiae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma franksiae
Gentiana brunneotincta	brunneotincta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana brunneotincta
Tetracustelma		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tetracustelma	
Strychnos curtisii	curtisii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos curtisii
Carissa mepte	mepte	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Carissa	Carissa mepte
Strychnos unguacha	unguacha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos unguacha
Cynanchum katoi	katoi	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum katoi
Curroria volubilis	volubilis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Curroria	Curroria volubilis
Gentiana decipiens	decipiens	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana decipiens
Esmeraldia stricta	stricta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Esmeraldia	Esmeraldia stricta
Metastelma brachymischum	brachymischum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma brachymischum
Kamettia caryophyllata	caryophyllata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kamettia	Kamettia caryophyllata
Pergularia africana	africana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Telosma	Telosma africana
Orbea rangeana	rangeana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Orbea	Orbea rangeana
Lisianthus longifolius	longifolius	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Lisianthus	Lisianthus longifolius
Brachystelma nutans	nutans	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Brachystelma	Brachystelma nutans
Centaurium uliginosum	uliginosum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium uliginosum
Cynanchum acerifolium	acerifolium	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum acerifolium
Cynanchum trollii	trollii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum trollii
Gentiana sessaei	sessaei	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana sessaei
Gentianella thiosphaera macroclada	thiosphaera	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella thiosphaera
Gunnessia pepo	pepo	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gunnessia	Gunnessia pepo
Matelea laurae	laurae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea laurae
Matelea viridis	viridis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea viridis
Oxypetalum reitzii	reitzii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum reitzii
Ceropegia sinoerecta	sinoerecta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia sinoerecta
Cynanchum messeri	messeri	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum messeri
Centaurium albiflorum	albiflorum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium albiflorum
Swertia turfosa	turfosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia	Swertia turfosa
Diplorrhynchus welwitschii	welwitschii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Diplorrhynchus	Diplorrhynchus welwitschii
Vincetoxicum leucanthum	leucanthum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Vincetoxicum	Vincetoxicum leucanthum
Oxypetalum hasslerianum mirabile	hasslerianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum hasslerianum
Ambelania macrophylla	macrophylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Ambelania	Ambelania macrophylla
Acerates viridiflora lanceolata	viridiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias viridiflora
Chionogentias sylvicola	sylvicola	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Chionogentias	Chionogentias sylvicola
Hoya orbiculata	orbiculata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya orbiculata
Matelea purpurea	purpurea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea purpurea
Tacazzea		Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Tacazzea	
Mitrasacme multicaulis	multicaulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Mitrasacme	Mitrasacme multicaulis
Stapelia miscella	miscella	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Stapelia	Stapelia miscella
Angolluma luntii	luntii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Angolluma	Angolluma luntii
Gymnolaema tuberosa	tuberosa	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gymnolaema	Gymnolaema tuberosa
Gomphocarpus involucratus	involucratus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gomphocarpus	Gomphocarpus involucratus
Marsdenia leptophylla	leptophylla	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia leptophylla
Ditassa surinamensis	surinamensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa surinamensis
Echites pinifolius	pinifolius	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Echites	Echites pinifolius
Strychnos leiosepala	leiosepala	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos leiosepala
Metastelma thalamosiphon	thalamosiphon	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Metastelma	Metastelma thalamosiphon
Gentiana prainii	prainii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana prainii
Gentianella dielsiana	dielsiana	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella dielsiana
Bleekeria solomonensis	solomonensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Bleekeria	Bleekeria solomonensis
Holarrhena landolphioides	landolphioides	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Holarrhena	Holarrhena landolphioides
Kibatalia longifolia	longifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Kibatalia	Kibatalia longifolia
Gentianella riojae	riojae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella	Gentianella riojae
Spigelia paraguariensis subscandens	paraguariensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Spigelia	Spigelia paraguariensis
Gentiana tereticaulis	tereticaulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana tereticaulis
Dischidia cleistantha	cleistantha	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Dischidia	Dischidia cleistantha
Gonolobus pyrrhotrichus	pyrrhotrichus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus pyrrhotrichus
Huernia primulina	primulina	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Huernia	Huernia primulina
Marsdenia syringifolia	syringifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia syringifolia
Matelea refracta	refracta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Matelea	Matelea refracta
Strychnos dalzellii	dalzellii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos dalzellii
Gymnema khandalense	khandalense	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gymnema	Gymnema khandalense
Hoya obcordata	obcordata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya obcordata
Asclepias virgata	virgata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias virgata
Hunteria ghanensis	ghanensis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Hunteria	Hunteria ghanensis
Rauvolfia hirsuta	hirsuta	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Rauvolfia	Rauvolfia tetraphylla
Asclepias rotundifolia	rotundifolia	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Asclepias	Asclepias rotundifolia
Cynanchum saccatum	saccatum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum saccatum
Fagraea curtisii	curtisii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Fagraea	Fagraea curtisii
Strychnos emarginata	emarginata	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Loganiaceae	Strychnos	Strychnos emarginata
Hoya edeni	edeni	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya edeni
Centaurium &#215;bianoris	bianoris	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Centaurium	Centaurium ×bianoris
Ceropegia meleagris	meleagris	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia meleagris
Ceropegia dichotoma fusca	dichotoma	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ceropegia	Ceropegia dichotoma
Anartia olivacea	olivacea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Anartia	Anartia olivacea
Sisyranthus barbatus	barbatus	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sisyranthus	Sisyranthus barbatus
Allomarkgrafia ovalis	ovalis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Allomarkgrafia	Allomarkgrafia ovalis
Cynanchum beatricis	beatricis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum beatricis
Ditassa semirii	semirii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Ditassa	Ditassa semirii
Gentiana thyrsoidea	thyrsoidea	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana thyrsoidea
Gonolobus manarae	manarae	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Gonolobus	Gonolobus manarae
Hoya luzonica	luzonica	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Hoya	Hoya luzonica
Sarcostemma stoloniferum	stoloniferum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Sarcostemma	Sarcostemma stoloniferum
Oxypetalum insigne burchellii	insigne	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum insigne
Oxypetalum kleinii	kleinii	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Oxypetalum	Oxypetalum kleinii
Tabernaemontana grandiflora	grandiflora	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana grandiflora
Marsdenia brevisquama	brevisquama	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Marsdenia	Marsdenia brevisquama
Gentiana nudicaulis	nudicaulis	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana	Gentiana nudicaulis
Cynanchum decaisnianum	decaisnianum	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Asclepiadaceae	Cynanchum	Cynanchum decaisnianum
Tabernaemontana ochroleuca	ochroleuca	Plantae	Magnoliophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana	Tabernaemontana ochroleuca
